PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	110.0	9.85601e-05	gi|554858731|ref|XP_005939506.1| PREDICTED: platelet-derived growth factor subunit B [Haplochromis burtoni]
						1	109.0	9.88081e-05	gi|1158829345|ref|XP_020324103.1| platelet-derived growth factor subunit A-like [Oncorhynchus kisutch]
						1	110.0	0.000103491	gi|499048066|ref|XP_004574586.1| mastermind-like domain-containing protein 1 [Maylandia zebra]
						1	110.0	0.000107401	gi|548497580|ref|XP_005749873.1| PREDICTED: platelet-derived growth factor subunit B [Pundamilia nyererei]
						1	110.0	0.000111802	gi|1468942420|ref|XP_026027593.1| platelet-derived growth factor subunit B [Astatotilapia calliptera]
						1	110.0	0.000113135	gi|584018323|ref|XP_006803883.1| PREDICTED: putative mediator of RNA polymerase II transcription subunit 26-like [Neolamprologus brichardi]
						1	110.0	0.000115712	gi|1083304356|ref|XP_018601550.1| PREDICTED: involucrin-like isoform X1 [Scleropages formosus]
						1	110.0	0.000117951	gi|1549144487|gb|RVE76232.1| hypothetical protein OJAV_G00009300 [Oryzias javanicus]
						1	110.0	0.000117976	gi|410926805|ref|XP_003976863.1| PREDICTED: platelet-derived growth factor subunit B [Takifugu rubripes]
						1	105.0	0.00011808	gi|929219883|ref|XP_013986118.1| PREDICTED: platelet-derived growth factor subunit A-like, partial [Salmo salar]
						1	110.0	0.000118657	gi|1511164785|ref|XP_026873352.1| vascular endothelial growth factor C [Electrophorus electricus]
						1	110.0	0.000123475	gi|1169025431|ref|XP_020464668.1| vascular endothelial growth factor C-like isoform X1 [Monopterus albus]
						1	109.0	0.000129581	gi|1308644258|ref|XP_023118894.1| vascular endothelial growth factor C isoform X2 [Amphiprion ocellaris]
						1	109.0	0.000133946	gi|1130005913|ref|XP_019718146.1| PREDICTED: uncharacterized protein LOC109511462 [Hippocampus comes]
						1	109.0	0.000138637	gi|1041059262|ref|XP_017265146.1| putative mediator of RNA polymerase II transcription subunit 12 [Kryptolebias marmoratus]
						1	109.0	0.000143932	gi|1308644254|ref|XP_023118893.1| vascular endothelial growth factor C isoform X1 [Amphiprion ocellaris]
						1	109.0	0.000148874	gi|1024935307|ref|XP_016319263.1| PREDICTED: vascular endothelial growth factor C-like [Sinocyclocheilus anshuiensis]
						1	109.0	0.000158402	gi|1143371700|ref|XP_019939436.1| PREDICTED: vascular endothelial growth factor C [Paralichthys olivaceus]
						1	107.0	0.000159717	gi|1338805524|ref|XP_023700185.1| platelet-derived growth factor subunit A-like [Paramormyrops kingsleyae]
						1	109.0	0.000159927	gi|1250146194|ref|XP_022612947.1| vascular endothelial growth factor C [Seriola dumerili]
						1	108.0	0.000173111	gi|1169050043|ref|XP_020477794.1| platelet-derived growth factor subunit A isoform X1 [Monopterus albus]
						1	109.0	0.000175676	gi|658830748|ref|XP_008428343.1| PREDICTED: uncharacterized protein LOC103477155 isoform X1 [Poecilia reticulata]
						1	108.0	0.000177699	gi|1317157799|ref|XP_023253003.1| vascular endothelial growth factor C [Seriola lalandi dorsalis]
						1	108.0	0.000180203	gi|1025038040|ref|XP_016326820.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	108.0	0.000184345	gi|831485060|ref|XP_012704951.1| uncharacterized protein LOC105915406 isoform X2 [Fundulus heteroclitus]
						1	108.0	0.000185473	gi|1079738016|ref|XP_018538280.1| PREDICTED: vascular endothelial growth factor C isoform X2 [Lates calcarifer]
						1	107.0	0.000190304	gi|1472977956|ref|XP_026216113.1| platelet-derived growth factor subunit B-like isoform X2 [Anabas testudineus]
						1	108.0	0.000193091	gi|1395234829|gb|AWP06441.1| putative vascular endothelial growth factor C, partial [Scophthalmus maximus]
						1	106.0	0.000197269	gi|1211352710|ref|XP_021456705.1| vascular endothelial growth factor D-like [Oncorhynchus mykiss]
						1	108.0	0.000199229	gi|1564306321|gb|RXN04455.1| vascular endothelial growth factor C-like isoform X2 [Labeo rohita]
						1	108.0	0.000206065	gi|1025362628|ref|XP_016404016.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Sinocyclocheilus rhinocerous]
						1	107.0	0.0002083	gi|1207105920|ref|XP_021324279.1| vascular endothelial growth factor C isoform X3 [Danio rerio]
						1	106.0	0.000209097	gi|1199323468|ref|XP_021168706.1| platelet-derived growth factor subunit A-like isoform X1 [Fundulus heteroclitus]
						1	108.0	0.000213166	gi|1079738014|ref|XP_018538279.1| PREDICTED: vascular endothelial growth factor C isoform X1 [Lates calcarifer]
						1	107.0	0.000217207	gi|1169050048|ref|XP_020477796.1| platelet-derived growth factor subunit A isoform X3 [Monopterus albus]
						1	106.0	0.000219284	gi|1367413525|ref|XP_024264202.1| platelet-derived growth factor subunit B-like, partial [Oncorhynchus tshawytscha]
						1	108.0	0.000219335	gi|1020400727|ref|XP_016089315.1| PREDICTED: vascular endothelial growth factor C-like [Sinocyclocheilus grahami]
						1	105.0	0.000220724	gi|1563838289|gb|RXM28720.1| Platelet-derived growth factor subunit A [Acipenser ruthenus]
						1	108.0	0.000222476	gi|1020517305|ref|XP_016097952.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Sinocyclocheilus grahami] >gi|1020517307|ref|XP_016097953.1| PREDICTED: vascular endothelial growth factor C-like isoform X1 [Sinocyclocheilus grahami]
						1	107.0	0.000231589	gi|1025296126|ref|XP_016379951.1| PREDICTED: platelet-derived growth factor subunit B-like [Sinocyclocheilus rhinocerous]
						1	107.0	0.000236306	gi|1468990827|ref|XP_026100862.1| vascular endothelial growth factor C-like, partial [Carassius auratus]
						1	107.0	0.000241525	gi|742198587|ref|XP_010892766.1| PREDICTED: vascular endothelial growth factor C isoform X1 [Esox lucius]
						1	107.0	0.000245636	gi|973181869|ref|XP_015215050.1| PREDICTED: platelet-derived growth factor subunit B-like [Lepisosteus oculatus]
						1	107.0	0.000252133	gi|1469024380|ref|XP_026116360.1| vascular endothelial growth factor C-like [Carassius auratus]
						1	107.0	0.000260341	gi|1469170343|ref|XP_026091989.1| adenylate cyclase, terminal-differentiation specific-like isoform X2 [Carassius auratus]
						1	107.0	0.000265374	gi|1469170345|ref|XP_026091990.1| adenylate cyclase, terminal-differentiation specific-like isoform X3 [Carassius auratus]
						1	107.0	0.00026727	gi|966638423|gb|KTF73527.1| hypothetical protein cypCar_00027130 [Cyprinus carpio]
						1	107.0	0.000267758	gi|1025038043|ref|XP_016326821.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus anshuiensis] >gi|1025038046|ref|XP_016326822.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	107.0	0.000273218	gi|1469170340|ref|XP_026091988.1| adenylate cyclase, terminal-differentiation specific-like isoform X1 [Carassius auratus]
						1	107.0	0.000278223	gi|1025362632|ref|XP_016404018.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus rhinocerous] >gi|1025362636|ref|XP_016404019.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	105.0	0.000283881	gi|1130004168|ref|XP_019717233.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X2 [Hippocampus comes]
						1	106.0	0.000284794	gi|1129951695|ref|XP_019735351.1| PREDICTED: vascular endothelial growth factor C isoform X2 [Hippocampus comes] >gi|1129951697|ref|XP_019735352.1| PREDICTED: vascular endothelial growth factor C isoform X2 [Hippocampus comes]
						1	105.0	0.000285854	gi|1130004166|ref|XP_019717232.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Hippocampus comes]
						1	107.0	0.000286339	gi|1020517309|ref|XP_016097954.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus grahami] >gi|1020517311|ref|XP_016097955.1| PREDICTED: vascular endothelial growth factor C-like isoform X2 [Sinocyclocheilus grahami]
						1	107.0	0.000292974	gi|742198591|ref|XP_010892767.1| PREDICTED: vascular endothelial growth factor C isoform X2 [Esox lucius]
						1	107.0	0.000297059	gi|1317148554|ref|XP_023286964.1| suppressor of zyg-1 protein 20-like [Seriola lalandi dorsalis]
						1	107.0	0.000297499	gi|961862041|ref|XP_014845842.1| PREDICTED: histone-lysine N-methyltransferase, H3 lysine-79 specific-like isoform X1 [Poecilia mexicana]
						1	106.0	0.000298638	gi|1387745763|gb|PWA33848.1| hypothetical protein CCH79_00018723 [Gambusia affinis]
						1	105.0	0.000300002	gi|1348571709|ref|XP_023997441.1| LOW QUALITY PROTEIN: platelet-derived growth factor subunit A-like [Salvelinus alpinus]
						1	106.0	0.000301501	gi|1129951693|ref|XP_019735350.1| PREDICTED: vascular endothelial growth factor C isoform X1 [Hippocampus comes]
						1	107.0	0.000306138	gi|928044203|ref|XP_013870987.1| PREDICTED: uncharacterized protein LOC106522503 isoform X2 [Austrofundulus limnaeus]
						1	107.0	0.000306253	gi|1199311336|ref|XP_021164617.1| uncharacterized protein LOC105915406 isoform X1 [Fundulus heteroclitus]
						1	107.0	0.000310379	gi|1024990047|ref|XP_016315122.1| PREDICTED: putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007 [Sinocyclocheilus anshuiensis]
						1	106.0	0.000320329	gi|1025190622|ref|XP_016423636.1| PREDICTED: vascular endothelial growth factor C-like [Sinocyclocheilus rhinocerous]
						1	106.0	0.000324676	gi|768941630|ref|XP_011610643.1| PREDICTED: vascular endothelial growth factor C isoform X1 [Takifugu rubripes]
						1	106.0	0.000331884	gi|928044201|ref|XP_013870986.1| PREDICTED: uncharacterized protein LOC106522503 isoform X1 [Austrofundulus limnaeus]
						1	106.0	0.000335389	gi|1049258111|ref|XP_017568751.1| PREDICTED: cation channel sperm-associated protein 1-like [Pygocentrus nattereri]
						1	106.0	0.000336411	gi|1007738912|ref|XP_015809835.1| PREDICTED: vascular endothelial growth factor C [Nothobranchius furzeri]
						1	105.0	0.000342634	gi|1007719258|ref|XP_015801089.1| PREDICTED: platelet-derived growth factor subunit A [Nothobranchius furzeri]
						1	106.0	0.000352579	gi|1343901942|ref|XP_023814665.1| platelet-derived growth factor subunit B [Oryzias latipes] >gi|1343901944|ref|XP_004066160.2| platelet-derived growth factor subunit B [Oryzias latipes]
						1	106.0	0.000359314	gi|1395233614|gb|AWP05226.1| putative platelet-derived growth factor subunit B [Scophthalmus maximus]
						1	106.0	0.000373122	gi|938054727|gb|KPP60251.1| platelet-derived growth factor subunit B-like, partial [Scleropages formosus]
						1	106.0	0.000374697	gi|1020519142|ref|XP_016098919.1| PREDICTED: adenylate cyclase, terminal-differentiation specific-like [Sinocyclocheilus grahami]
						1	106.0	0.000387929	gi|1469041494|ref|XP_026134661.1| vascular endothelial growth factor C-like isoform X2 [Carassius auratus]
						1	106.0	0.000391904	gi|1469041492|ref|XP_026134581.1| vascular endothelial growth factor C-like isoform X1 [Carassius auratus]
						1	105.0	0.000408528	gi|1158846802|ref|XP_020332223.1| LOW QUALITY PROTEIN: platelet-derived growth factor subunit B-like [Oncorhynchus kisutch]
						1	106.0	0.000417461	gi|1083298676|ref|XP_018598462.1| PREDICTED: uncharacterized protein LOC108928799 [Scleropages formosus] >gi|1083298678|ref|XP_018598463.1| PREDICTED: uncharacterized protein LOC108928799 [Scleropages formosus]
						1	103.0	0.000418529	gi|1025191708|ref|XP_016403289.1| PREDICTED: vascular endothelial growth factor D-like, partial [Sinocyclocheilus rhinocerous]
						1	106.0	0.000432408	gi|768917284|ref|XP_011602017.1| PREDICTED: uncharacterized protein LOC101075732 [Takifugu rubripes]
						1	103.0	0.000494558	gi|688577507|ref|XP_009304362.1| vascular endothelial growth factor D isoform X2 [Danio rerio]
						1	105.0	0.000522489	gi|1083304358|ref|XP_018601552.1| PREDICTED: putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007 isoform X2 [Scleropages formosus]
						1	104.0	0.000527004	gi|1338846938|ref|XP_023666566.1| platelet-derived growth factor subunit A-like isoform X3 [Paramormyrops kingsleyae]
						1	103.0	0.0005709	gi|1143407880|ref|XP_019958186.1| PREDICTED: platelet-derived growth factor subunit A-like [Paralichthys olivaceus]
						1	104.0	0.000584381	gi|1338846936|ref|XP_023666565.1| platelet-derived growth factor subunit A-like isoform X2 [Paramormyrops kingsleyae]
						1	104.0	0.00059155	gi|1338846934|ref|XP_023666564.1| platelet-derived growth factor subunit A-like isoform X1 [Paramormyrops kingsleyae]
						1	103.0	0.000599825	gi|1308589393|ref|XP_023154204.1| platelet-derived growth factor subunit A-like [Amphiprion ocellaris]
						1	104.0	0.000649527	gi|974081766|ref|XP_015238691.1| PREDICTED: nuclear transcription factor Y subunit beta-like isoform X2 [Cyprinodon variegatus]
						1	103.0	0.000655615	gi|1228979903|ref|XP_022053964.1| platelet-derived growth factor subunit A-like [Acanthochromis polyacanthus]
						1	104.0	0.00066227	gi|974081764|ref|XP_015238690.1| PREDICTED: nuclear transcription factor Y subunit beta-like isoform X1 [Cyprinodon variegatus]
						1	102.0	0.000673417	gi|973182380|ref|XP_015215294.1| PREDICTED: platelet-derived growth factor subunit A isoform X5 [Lepisosteus oculatus]
						1	104.0	0.000676803	gi|1248986888|ref|XP_007257677.2| bromodomain-containing protein 4B-like [Astyanax mexicanus]
						1	103.0	0.000688812	gi|1316098143|ref|XP_023190365.1| platelet-derived growth factor subunit A-like [Xiphophorus maculatus]
						1	104.0	0.000695902	gi|523704509|ref|NP_001265802.1| vascular endothelial growth factor C precursor [Oryzias latipes] >gi|396077218|dbj|BAM33614.1| vascular endothelial growth factor C [Oryzias latipes]
						1	96.0	0.000709312	gi|47202719|emb|CAF93266.1| unnamed protein product, partial [Tetraodon nigroviridis]
						1	104.0	0.000722909	gi|1503286383|ref|XP_026803873.1| histidine-rich glycoprotein-like [Pangasianodon hypophthalmus]
						1	102.0	0.000734499	gi|50417044|gb|AAH78289.1| Pdgfaa protein [Danio rerio]
						1	102.0	0.000757562	gi|1563840108|gb|RXM30205.1| Platelet-derived growth factor subunit A [Acipenser ruthenus]
						1	104.0	0.000770564	gi|348543872|ref|XP_003459406.1| uncharacterized protein LOC100712331 [Oreochromis niloticus]
						1	102.0	0.000771769	gi|656214632|ref|NP_919407.2| platelet-derived growth factor alpha a precursor [Danio rerio] >gi|688609560|ref|XP_009294688.1| platelet-derived growth factor subunit A [Danio rerio] >gi|1207192771|ref|XP_021329190.1| platelet-derived growth factor subunit A [Danio rerio]
						1	102.0	0.000777259	gi|929069076|ref|XP_014036829.1| PREDICTED: platelet-derived growth factor subunit A-like [Salmo salar]
						1	102.0	0.000819247	gi|831495715|ref|XP_012708770.1| platelet-derived growth factor subunit A-like isoform X2 [Fundulus heteroclitus]
						1	103.0	0.000849634	gi|1020489963|ref|XP_016150724.1| PREDICTED: adenylate cyclase, terminal-differentiation specific-like isoform X2 [Sinocyclocheilus grahami]
						1	103.0	0.000852303	gi|1020489961|ref|XP_016150723.1| PREDICTED: uncharacterized protein LOC107602672 isoform X1 [Sinocyclocheilus grahami]
						1	102.0	0.000861291	gi|1199317564|ref|XP_021166687.1| platelet-derived growth factor subunit A-like isoform X3 [Fundulus heteroclitus]
						1	103.0	0.000862493	gi|1520568512|ref|XP_027024477.1| LIM domain-containing protein A-like isoform X3 [Tachysurus fulvidraco]
						1	102.0	0.000863129	gi|1338846940|ref|XP_023666567.1| platelet-derived growth factor subunit A-like isoform X4 [Paramormyrops kingsleyae]
						1	102.0	0.000890651	gi|831495721|ref|XP_012708772.1| platelet-derived growth factor subunit A-like isoform X4 [Fundulus heteroclitus]
						1	102.0	0.000899367	gi|1338846942|ref|XP_023666568.1| platelet-derived growth factor subunit A-like isoform X5 [Paramormyrops kingsleyae]
						1	103.0	0.000914946	gi|1469170347|ref|XP_026091991.1| putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007 isoform X4 [Carassius auratus]
						1	102.0	0.000919034	gi|1041133819|ref|XP_017291440.1| platelet-derived growth factor subunit A isoform X1 [Kryptolebias marmoratus] >gi|1041133821|ref|XP_017291441.1| platelet-derived growth factor subunit A isoform X1 [Kryptolebias marmoratus]
						1	102.0	0.000968951	gi|1199317560|ref|XP_021166686.1| platelet-derived growth factor subunit A-like isoform X1 [Fundulus heteroclitus]
						1	103.0	0.000969484	gi|966638607|gb|KTF73711.1| hypothetical protein cypCar_00045581 [Cyprinus carpio]
						1	102.0	0.000988007	gi|1357686559|ref|XP_024128888.1| platelet-derived growth factor subunit A isoform X3 [Oryzias melastigma]
						1	101.0	0.00100787	gi|961836300|ref|XP_014839118.1| PREDICTED: platelet-derived growth factor subunit A [Poecilia mexicana]
						1	101.0	0.00107958	gi|617414434|ref|XP_007556472.1| PREDICTED: platelet-derived growth factor subunit A [Poecilia formosa] >gi|961812744|ref|XP_014881530.1| PREDICTED: platelet-derived growth factor subunit A [Poecilia latipinna]
						1	102.0	0.00112306	gi|1169058269|ref|XP_020441868.1| platelet-derived growth factor subunit B [Monopterus albus]
						1	101.0	0.00116119	gi|1041133823|ref|XP_017291442.1| platelet-derived growth factor subunit A isoform X2 [Kryptolebias marmoratus]
						1	102.0	0.00118323	gi|1387743762|gb|PWA32532.1| hypothetical protein CCH79_00015085 [Gambusia affinis]
						1	101.0	0.0011969	gi|1570577072|ref|XP_027874548.1| platelet-derived growth factor subunit A-like [Xiphophorus couchianus]
						1	101.0	0.00127369	gi|1041133825|ref|XP_017291443.1| platelet-derived growth factor subunit A isoform X3 [Kryptolebias marmoratus]
						1	100.0	0.00132217	gi|1211260190|ref|XP_021414598.1| platelet-derived growth factor subunit A-like, partial [Oncorhynchus mykiss]
						1	101.0	0.0013491	gi|1317148536|ref|XP_023286953.1| platelet-derived growth factor subunit A-like isoform X3 [Seriola lalandi dorsalis]
						1	101.0	0.00138335	gi|973182370|ref|XP_015215288.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Lepisosteus oculatus] >gi|973182372|ref|XP_015215289.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Lepisosteus oculatus]
						1	100.0	0.00142912	gi|657556897|ref|XP_008282704.1| PREDICTED: platelet-derived growth factor subunit A-like [Stegastes partitus]
						1	102.0	0.00144809	gi|1511175734|ref|XP_026879222.1| bromodomain-containing protein 4B-like isoform X3 [Electrophorus electricus]
						1	102.0	0.00144909	gi|1511175732|ref|XP_026879221.1| bromodomain-containing protein 4B-like isoform X2 [Electrophorus electricus]
						1	102.0	0.0014635	gi|1511175730|ref|XP_026879220.1| bromodomain-containing protein 4B-like isoform X1 [Electrophorus electricus]
						1	102.0	0.00147519	gi|929069386|ref|XP_014038121.1| PREDICTED: ell-associated factor Eaf-like [Salmo salar]
						1	100.0	0.00147773	gi|551515659|ref|XP_005809335.1| platelet-derived growth factor subunit A isoform X1 [Xiphophorus maculatus] >gi|1570485949|ref|XP_027898409.1| platelet-derived growth factor subunit A [Xiphophorus couchianus]
						1	100.0	0.00151346	gi|1316058219|ref|XP_023205246.1| platelet-derived growth factor subunit A isoform X2 [Xiphophorus maculatus]
						1	100.0	0.00152838	gi|1168880608|ref|XP_020503314.1| platelet-derived growth factor subunit A [Labrus bergylta]
						1	100.0	0.00154863	gi|1317148534|ref|XP_023286952.1| platelet-derived growth factor subunit A-like isoform X2 [Seriola lalandi dorsalis]
						1	101.0	0.00156282	gi|1250106475|ref|XP_022593773.1| platelet-derived growth factor subunit A-like [Seriola dumerili]
						1	100.0	0.00158952	gi|1039406097|ref|XP_017161924.1| PREDICTED: platelet-derived growth factor subunit A isoform X2 [Poecilia reticulata]
						1	100.0	0.00159648	gi|1083298865|ref|XP_018598562.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Scleropages formosus] >gi|1083298867|ref|XP_018598563.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Scleropages formosus]
						1	100.0	0.00159828	gi|658864214|ref|XP_008414939.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Poecilia reticulata]
						1	101.0	0.00160364	gi|1317148532|ref|XP_023286951.1| platelet-derived growth factor subunit A-like isoform X1 [Seriola lalandi dorsalis]
						1	101.0	0.00162471	gi|1025309228|ref|XP_016383539.1| PREDICTED: adenylate cyclase, terminal-differentiation specific-like [Sinocyclocheilus rhinocerous]
						1	101.0	0.00165131	gi|1357686555|ref|XP_024128886.1| platelet-derived growth factor subunit A isoform X1 [Oryzias melastigma]
						1	101.0	0.0016814	gi|1143407839|ref|XP_019958167.1| PREDICTED: uncharacterized protein LOC109639241 [Paralichthys olivaceus]
						1	100.0	0.00169508	gi|1079734415|ref|XP_018536373.1| PREDICTED: LOW QUALITY PROTEIN: platelet-derived growth factor subunit A [Lates calcarifer]
						1	100.0	0.00175393	gi|1549137786|gb|RVE69538.1| hypothetical protein OJAV_G00078690 [Oryzias javanicus]
						1	100.0	0.00186641	gi|1101565006|ref|XP_018948428.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X2 [Cyprinus carpio]
						1	101.0	0.00186713	gi|1250106463|ref|XP_022593767.1| uncharacterized protein LOC111216519 [Seriola dumerili]
						1	100.0	0.00191023	gi|1101565000|ref|XP_018948425.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Cyprinus carpio] >gi|1101565002|ref|XP_018948426.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Cyprinus carpio] >gi|1101565004|ref|XP_018948427.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Cyprinus carpio]
						1	100.0	0.00196313	gi|973182374|ref|XP_015215290.1| PREDICTED: platelet-derived growth factor subunit A isoform X2 [Lepisosteus oculatus]
						1	100.0	0.00200166	gi|1083303158|ref|XP_018600897.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X2 [Scleropages formosus]
						1	100.0	0.00200947	gi|1083303156|ref|XP_018600896.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Scleropages formosus]
						1	99.0	0.00201673	gi|1472975398|ref|XP_026214720.1| platelet-derived growth factor subunit A-like [Anabas testudineus]
						1	99.0	0.00203666	gi|974081786|ref|XP_015238702.1| PREDICTED: platelet-derived growth factor subunit A-like [Cyprinodon variegatus]
						1	99.0	0.00203666	gi|765112359|ref|XP_011476545.1| platelet-derived growth factor subunit A-like [Oryzias latipes]
						1	99.0	0.00203684	gi|1083298869|ref|XP_018598565.1| PREDICTED: platelet-derived growth factor subunit A isoform X2 [Scleropages formosus]
						1	99.0	0.00208219	gi|974096392|ref|XP_015246696.1| PREDICTED: platelet-derived growth factor subunit A isoform X1 [Cyprinodon variegatus]
						1	99.0	0.00210502	gi|1169050046|ref|XP_020477795.1| platelet-derived growth factor subunit A isoform X2 [Monopterus albus]
						1	99.0	0.00213411	gi|1024954973|ref|XP_016298341.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	99.0	0.00214635	gi|1024954975|ref|XP_016298342.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	99.0	0.00216042	gi|973182378|ref|XP_015215293.1| PREDICTED: platelet-derived growth factor subunit A isoform X4 [Lepisosteus oculatus]
						1	99.0	0.00217124	gi|966668970|gb|KTG02351.1| hypothetical protein cypCar_00037104, partial [Cyprinus carpio]
						1	99.0	0.00226067	gi|973182376|ref|XP_015215291.1| PREDICTED: platelet-derived growth factor subunit A isoform X3 [Lepisosteus oculatus]
						1	99.0	0.00226186	gi|974096394|ref|XP_015246697.1| PREDICTED: platelet-derived growth factor subunit A isoform X2 [Cyprinodon variegatus]
						1	99.0	0.00226471	gi|1079737425|ref|XP_018537968.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X2 [Lates calcarifer]
						1	99.0	0.00229166	gi|1357740533|ref|XP_024115065.1| platelet-derived growth factor subunit A-like [Oryzias melastigma] >gi|1357740535|ref|XP_024115066.1| platelet-derived growth factor subunit A-like [Oryzias melastigma]
						1	100.0	0.00230622	gi|657589039|ref|XP_008298888.1| PREDICTED: platelet-derived growth factor subunit B isoform X2 [Stegastes partitus]
						1	100.0	0.00230686	gi|657589037|ref|XP_008298887.1| PREDICTED: platelet-derived growth factor subunit B isoform X1 [Stegastes partitus]
						1	99.0	0.0023431	gi|928034040|ref|XP_013865555.1| PREDICTED: platelet-derived growth factor subunit A [Austrofundulus limnaeus]
						1	100.0	0.00237612	gi|1520568509|ref|XP_027024476.1| LIM domain-containing protein A-like isoform X2 [Tachysurus fulvidraco]
						1	100.0	0.00237705	gi|1520568506|ref|XP_027024475.1| LIM domain-containing protein A-like isoform X1 [Tachysurus fulvidraco]
						1	98.0	0.00255323	gi|1079737427|ref|XP_018537969.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X3 [Lates calcarifer]
						1	100.0	0.00263232	gi|1229014391|ref|XP_022072599.1| uncharacterized protein LOC110967334 [Acanthochromis polyacanthus]
						1	100.0	0.00268533	gi|1007714670|ref|XP_015799042.1| PREDICTED: platelet-derived growth factor subunit B [Nothobranchius furzeri]
						1	99.0	0.0027006	gi|47218000|emb|CAG11405.1| unnamed protein product, partial [Tetraodon nigroviridis]
						1	99.0	0.0027107	gi|1079737421|ref|XP_018537966.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Lates calcarifer] >gi|1079737423|ref|XP_018537967.1| PREDICTED: platelet-derived growth factor subunit A-like isoform X1 [Lates calcarifer]
						1	98.0	0.00284771	gi|657555092|ref|XP_008282014.1| PREDICTED: platelet-derived growth factor subunit A [Stegastes partitus]
						1	99.0	0.00295385	gi|1025099803|ref|XP_016345136.1| PREDICTED: transcription factor mef2A-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	99.0	0.00300716	gi|1025099806|ref|XP_016345137.1| PREDICTED: activating signal cointegrator 1 complex subunit 2 homolog isoform X2 [Sinocyclocheilus anshuiensis]
						1	96.0	0.00326878	gi|1020532269|ref|XP_016105893.1| PREDICTED: platelet-derived growth factor subunit A-like [Sinocyclocheilus grahami]
						1	99.0	0.00336009	gi|1357740431|ref|XP_024115009.1| bromodomain-containing protein 4B-like [Oryzias melastigma] >gi|1357740433|ref|XP_024115010.1| bromodomain-containing protein 4B-like [Oryzias melastigma]
						1	99.0	0.00358447	gi|1079737377|ref|XP_018537941.1| PREDICTED: G-box-binding factor-like [Lates calcarifer]
						1	99.0	0.00361291	gi|1308498365|ref|XP_023146919.1| uncharacterized protein LOC111582470 [Amphiprion ocellaris]
						1	97.0	0.00363585	gi|1469986988|ref|XP_026180997.1| platelet-derived growth factor subunit A [Mastacembelus armatus]
						1	97.0	0.00367154	gi|734619768|ref|XP_010737702.1| platelet-derived growth factor subunit A [Larimichthys crocea]
						1	97.0	0.00368871	gi|765127753|ref|XP_011476490.1| platelet-derived growth factor subunit A [Oryzias latipes]
						1	97.0	0.00372244	gi|1169050050|ref|XP_020477797.1| platelet-derived growth factor subunit A isoform X4 [Monopterus albus]
						1	98.0	0.00375598	gi|1469090063|ref|XP_026053780.1| uncharacterized protein LOC113039864 [Carassius auratus]
						1	98.0	0.00395002	gi|1357686557|ref|XP_024128887.1| platelet-derived growth factor subunit A isoform X2 [Oryzias melastigma]
						1	98.0	0.00404161	gi|1520568515|ref|XP_027024479.1| LIM domain-containing protein A-like isoform X4 [Tachysurus fulvidraco] >gi|1520568518|ref|XP_027024480.1| LIM domain-containing protein A-like isoform X4 [Tachysurus fulvidraco]
						1	97.0	0.00414179	gi|1469170593|ref|XP_026092124.1| platelet-derived growth factor subunit A-like isoform X2 [Carassius auratus]
